jellycatid,jellycatname,size,price,stock,datecreated,height,width
cf5f947f-9fb1-4929-8046-66d069257d70,Iris Siamese Cat,ONE SIZE,33.0,More on the way,2024/01/06 07:51:15,11,5
95f6e21e-4510-43f6-b5b4-cdf3e7a740c7,Little Goat,ONE SIZE,22.0,More on the way,2024/01/06 07:51:16,7,4
977f5566-099b-4965-922f-aa3c209a01b2,Little Pig Bag,ONE SIZE,40.0,Returning to stock 2-3 months,2024/01/06 07:51:18,7,7
45443645-cd13-4958-b72a-083cddd30e87,Randall Basset Hound,ONE SIZE,35.0,More on the way,2024/01/06 07:51:19,9,13
be4727cc-3b0b-4500-9511-c245277b8715,Richie Dromedary,ONE SIZE,60.0,More on the way,2024/01/06 07:51:21,11,17
dc2e807a-c43f-4b09-8e78-4dab0f6f5521,Tilly Golden Retriever,ONE SIZE,35.0,More on the way,2024/01/06 07:51:23,11,6
f531638f-cd53-484a-8419-c13d128c70bf,Wanderlust Elly,ONE SIZE,100.0,More on the way,2024/01/06 07:51:24,7,14
920c3b16-2292-4799-b1f3-8f62449312de,Yummy Puppy,ONE SIZE,20.0,Returning to stock 2-3 months,2024/01/06 07:51:26,6,3
a051bc4d-2cdc-4940-a041-27728b5debd1,Dainty Dessert Bunny Cupcake,ONE SIZE,28.0,Returning to stock 2-3 months,2024/01/06 07:51:28,6,4
25d2d908-6ae6-4477-8d9b-148fe39d36fc,Fluffy Duck,ONE SIZE,15.0,Returning to stock 2-3 months,2024/01/06 07:51:30,4,2
620419d9-639c-469f-b51e-c8aabe1d4fc6,Finnegan Frog,ONE SIZE,20.0,More on the way,2024/01/06 07:51:31,9,3
a6543d34-14c1-485a-9594-7324726ea13f,Honeyhome Bee,ONE SIZE,35.0,More on the way,2024/01/06 07:51:33,7,7
719d151d-3fe6-47c3-82a6-e19a5b658434,Smudge Rabbit Big,BIG,75.0,More on the way,2024/01/06 07:51:35,6,17
36d674ff-937a-4fe8-8222-4657b639efd9,Bartholomew Bear Bag,ONE SIZE,38.0,Returning to stock 3-4 weeks,2024/01/06 07:51:36,6,7
adb4e9c3-e25b-4ff9-910d-f45e9ae748a7,Bashful Bunny Cream Bag Charm,ONE SIZE,19.0,Out of stock,2024/01/06 07:51:38,7,2
60c6725f-b92d-4868-86e2-e2bd79df3435,Bashful Bunny Truffle Bag Charm,ONE SIZE,19.0,More on the way,2024/01/06 07:51:40,7,2
87f76802-e94e-4ccf-9897-56f21cda9315,Bashful Bunny Inky Bag Charm,ONE SIZE,19.0,More on the way,2024/01/06 07:51:41,7,2
bdc55516-7d78-4383-802f-ac253fc6cf75,Kitten Tails Activity Book,ONE SIZE,18.5,More on the way,2024/01/06 07:51:42,9,5
fc9b8685-31cd-49fa-b62c-a9d4c1c10103,When I Am Sleepy Book,ONE SIZE,15.0,Returning to stock 3-4 weeks,2024/01/06 07:51:44,8,8
819a0c9e-dc39-4e8e-9654-544c814e2d71,Backpack Puppy,ONE SIZE,30.0,More on the way,2024/01/06 07:51:46,9,4
48c06852-e1d0-4691-8e0d-f8242919e97d,Caractacus Chameleon,ONE SIZE,65.0,More on the way,2024/01/06 07:51:47,15,7
52f749d5-7d7e-4d3c-a51c-8ec533beb919,Cauldron Cuties,ONE SIZE,35.0,More on the way,2024/01/06 07:51:49,6,5
0ad993e1-96e7-4ac6-aaf5-8f9ca66ebc6c,Coquette Cutie Cat,ONE SIZE,32.5,More on the way,2024/01/06 07:51:50,10,2
9f097c0f-cb3b-4cf3-ae18-5129bb4a57d7,Daphne Pomeranian,ONE SIZE,33.0,More on the way,2024/01/06 07:51:52,9,8
1e1b36e9-60d5-43ce-8fe0-f49095ee15d0,Floofie St Bernard,ONE SIZE,80.0,More on the way,2024/01/06 07:51:54,7,16
06ff0718-c85e-46ea-82ea-9be8f6914d05,Freya Pony,ONE SIZE,65.0,More on the way,2024/01/06 07:51:55,13,13
00e475a0-17c4-4336-a005-329959f956ff,Georgiana Poodle,ONE SIZE,33.0,More on the way,2024/01/06 07:51:58,9,5
f299e2ca-2746-4337-92d1-b72be9255e60,Jackson Husky,ONE SIZE,35.0,More on the way,2024/01/06 07:52:00,10,6
f2008763-963f-45ad-975c-c0e85b705090,Kitten Caboodle Grey,ONE SIZE,20.0,Returning to stock 2-3 months,2024/01/06 07:52:01,4,4
8d8e0001-1f5b-405e-89e7-c51fcd500b8f,Little Snake,ONE SIZE,22.0,Returning to stock 2-3 months,2024/01/06 07:52:03,6,8
f5d7b2b7-d94b-47d3-9843-2ac0db308c4f,Munro Scottie Dog Bag Charm,ONE SIZE,23.0,Returning to stock 2-3 months,2024/01/06 07:52:04,4,2
8611a752-52a7-4c3b-879e-3e1067dc2120,Munro Scottie Dog Bag,ONE SIZE,40.0,Returning to stock in 1-2 days,2024/01/06 07:52:06,9,5
f52f2a91-5cc4-463a-b49e-ea133ad48784,Myrtle Hippopotamus,ONE SIZE,45.0,More on the way,2024/01/06 07:52:07,15,6
b1a039da-55c4-4821-a41a-61ec98eb1463,Nessie Nessa,ONE SIZE,30.0,Out of stock,2024/01/06 07:52:09,9,14
510c5d53-b1e9-4ef5-bcb2-c03178e3be83,Ooky Bat,ONE SIZE,20.0,More on the way,2024/01/06 07:52:10,6,2
a68fbbc3-a2e8-4b13-8d4b-fb4644918996,Otto Sausage Dog Bag,ONE SIZE,40.0,Returning to stock 3-4 weeks,2024/01/06 07:52:12,6,9
f3708087-c8cb-4165-a699-45decc4e102a,Ricky Rain Frog Bag Charm,ONE SIZE,23.0,Returning to stock 3-4 weeks,2024/01/06 07:52:14,3,3
cbd37737-c86a-4fe9-ab94-3e2906b84340,Yummy Bear,ONE SIZE,20.0,More on the way,2024/01/06 07:52:15,6,3
1b6b80d8-be51-4ad9-a71d-580652d258db,Birdling Seagull,ONE SIZE,17.0,More on the way,2024/01/06 07:52:17,4,3
263d9dc1-39d8-4075-b331-4d552487f0c4,Little Reindeer,ONE SIZE,20.0,More on the way,2024/01/06 07:52:18,7,4
764af779-7c81-4753-96c3-1400ba85c591,Merry Mouse Sleighing,ONE SIZE,42.5,Out of stock,2024/01/06 07:52:20,7,4
f48dd2b2-e84c-4cc9-b718-f3f4eaab7caa,Nesting Penguins,ONE SIZE,35.0,More on the way,2024/01/06 07:52:21,4,5
394be6d7-adf7-4663-93ed-8ba69e82c631,Ronnie Rockhopper Penguin,ONE SIZE,25.0,More on the way,2024/01/06 07:52:24,10,4
dcbed15d-48ad-4fa8-82d7-05f3d4c22013,Wee Reindeer,ONE SIZE,17.5,Out of stock,2024/01/06 07:52:25,5,3
47359794-7e2e-4e74-a2a3-d659d6b5982d,Bartholomew Bear Bag Charm,ONE SIZE,23.0,Out of stock,2024/01/06 07:52:27,5,2
ef373cc7-fd75-4098-b47b-9a29c0bb4a5f,Blowzy Belle Cat,ONE SIZE,37.5,More on the way,2024/01/06 07:52:28,17,4
150cc060-2e0b-49d2-8196-f34429dba65a,Fuzzkin Lamb,ONE SIZE,25.0,More on the way,2024/01/06 07:52:30,9,4
4fcfc778-50d5-4bf0-833a-189207c87b5d,Herbie Highland Cow,ONE SIZE,35.0,More on the way,2024/01/06 07:52:31,10,6
f12e6054-a96d-454e-a572-3952a4dd64bd,Little Monkey,ONE SIZE,22.0,More on the way,2024/01/06 07:52:33,7,4
bb77d5f6-f301-4efb-9964-0f1b63accb39,Little Mouse,ONE SIZE,22.0,More on the way,2024/01/06 07:52:35,7,4
538dafcf-fe45-4cd8-b6d3-87fa7fffba15,Personalised Bashful Luxe Bunny Rosa Huge,HUGE,91.0,More on the way,2024/01/06 07:52:37,20,8
9efd52a8-ff4d-4533-9204-723c10f35005,Sweetsicle Elephant,ONE SIZE,20.0,More on the way,2024/01/06 07:52:38,6,3
9613990d-a28d-49a5-9f19-b403241eed87,Tumblie Elephant,ONE SIZE,30.0,Returning to stock 2-3 months,2024/01/06 07:52:40,5,14
cc7c1679-0a17-4c53-932d-5b050acf6381,Wavelly Whale Blue,ONE SIZE,15.0,More on the way,2024/01/06 07:52:41,2,6
b8984be7-b5cf-4c96-b24e-f4d8a8660195,Wavelly Whale Grey,ONE SIZE,15.0,Returning to stock 2-3 months,2024/01/06 07:52:43,3,5
95d75c32-a6ec-46b2-a709-aad014e8aaaf,Lottie The Ballet Bunny Book,ONE SIZE,15.0,Returning to stock 3-4 weeks,2024/01/06 07:52:45,7,7
6a821942-1537-453c-a66c-a813d3c748ef,Sandy Snail,ONE SIZE,27.0,Returning to stock 2-3 months,2024/01/06 07:52:46,5,3
cd794d2c-3cc6-4097-9dff-835e4ebaa5fb,Yummy Duckling,ONE SIZE,20.0,More on the way,2024/01/06 07:52:48,6,4
4a945357-aa20-4adb-a584-70418025c219,Yummy Lamb,ONE SIZE,20.0,More on the way,2024/01/06 07:52:49,6,4
db0308f4-0107-4ad2-a20e-53b78a6f25ec,Amore Dog,ONE SIZE,40.0,More on the way,2024/01/06 07:52:51,10,7
21b03647-3e01-4b6e-9905-37e2c6859610,Ambrosie Squirrel,ONE SIZE,35.0,More on the way,2024/01/06 07:52:52,9,4
6e5750bb-a9e5-4e37-9e98-905e6c62d8c5,Archibald Elephant,MEDIUM,28.0,Returning to stock 2-3 months,2024/01/06 07:52:54,10,5
c440f4e1-fd20-43c4-b9e0-8d0c260ac4f3,Barnabus Pig,HUGE,55.0,Out of stock,2024/01/06 07:52:56,17,7
c440f4e1-fd20-43c4-b9e0-8d0c260ac4f3,Barnabus Pig,MEDIUM,28.0,Returning to stock 2-3 months,2024/01/06 07:52:56,10,5
f54f9d99-3232-4dad-9729-e036da11513c,Bashful Koala,MEDIUM,28.0,More on the way,2024/01/06 07:52:57,11,5
3db26d31-b0bd-437a-a482-cb7a17f5921f,Backpack Unicorn,ONE SIZE,30.0,More on the way,2024/01/06 07:52:59,9,4
60327392-0ff3-4ebe-a694-0ec95a9443e6,Floofie Sheepdog,ONE SIZE,80.0,More on the way,2024/01/06 07:53:01,10,16
b039375f-6e91-4971-b21d-b2002f966795,Magnus Manatee,ONE SIZE,50.0,More on the way,2024/01/06 07:53:02,6,14
840e3d13-9a0b-4aaa-b28a-e332de9de085,Napping Nipper Cat,ONE SIZE,25.0,More on the way,2024/01/06 07:53:04,4,6
79358fbf-cd9e-455b-9355-375ee19ee1ad,Otto Sausage Dog,HUGE,75.0,Out of stock,2024/01/06 07:53:06,11,13
79358fbf-cd9e-455b-9355-375ee19ee1ad,Otto Sausage Dog,LARGE,30.0,More on the way,2024/01/06 07:53:06,7,7
79358fbf-cd9e-455b-9355-375ee19ee1ad,Otto Sausage Dog,SMALL,22.0,More on the way,2024/01/06 07:53:06,5,7
5cb227f6-593a-419a-8b34-a46dc61b1fa8,Hibernating Penguin,ONE SIZE,22.0,More on the way,2024/01/06 07:53:08,5,5
a91e0e82-1d04-4ba9-865a-e677400d521a,Little Penguin,ONE SIZE,22.0,More on the way,2024/01/06 07:53:09,7,3
16ce17e3-a618-41b5-b89c-82f45f993213,Merry Mouse Candy Cane,ONE SIZE,27.5,More on the way,2024/01/06 07:53:11,7,4
cac6b1e1-5221-480c-9b8e-a5c70e237cde,Mitzi Reindeer,LARGE,50.0,More on the way,2024/01/06 07:53:12,14,4
cac6b1e1-5221-480c-9b8e-a5c70e237cde,Mitzi Reindeer,MEDIUM,32.5,More on the way,2024/01/06 07:53:12,10,3
3c1edd81-f5ba-471e-80d7-3760243c0cd6,Bashful Black Kitten,MEDIUM,28.0,More on the way,2024/01/06 07:53:14,12,5
daf26085-382b-4c05-becc-bf55de7c9e34,Bashful Snow Tiger,REALLY BIG,125.0,Out of stock,2024/01/06 07:53:16,26,12
daf26085-382b-4c05-becc-bf55de7c9e34,Bashful Snow Tiger,HUGE,80.0,Out of stock,2024/01/06 07:53:16,20,8
daf26085-382b-4c05-becc-bf55de7c9e34,Bashful Snow Tiger,MEDIUM,28.0,Returning to stock 3-4 weeks,2024/01/06 07:53:16,12,5
c1424608-a6cb-4065-aadc-c6d234de94a8,Birdling Blue Jay,ONE SIZE,17.0,More on the way,2024/01/06 07:53:18,4,3
c607fa82-aeac-463e-a8a0-3bed79a9128a,Birdling Mallard,ONE SIZE,17.0,More on the way,2024/01/06 07:53:19,4,3
ba74fead-fc62-4d55-825b-02b93abc1621,Birdling Pigeon,ONE SIZE,17.0,More on the way,2024/01/06 07:53:21,4,3
442361d6-6e9b-4990-986d-181902d4f4f5,My Dad and Me Book,ONE SIZE,15.0,Returning to stock 3-4 weeks,2024/01/06 07:53:22,8,8
0e3b1967-df0f-42e5-9aa0-4c5d1ff49873,Backpack Elephant,ONE SIZE,30.0,More on the way,2024/01/06 07:53:24,9,4
2e5ebc76-ba1d-4491-8f17-7246241ee737,Bruce Bush Baby,ONE SIZE,27.5,More on the way,2024/01/06 07:53:25,7,5
f1c8a9d8-b07e-4b0a-b6fa-9c34efc736bb,Curvie Sheep Dog,ONE SIZE,33.0,More on the way,2024/01/06 07:53:27,9,6
858bb94f-c35e-45a9-9d53-3b2bf8d75be8,Flumpie Frog,ONE SIZE,28.0,More on the way,2024/01/06 07:53:29,7,5
f7c8ffc8-afd9-461a-a83b-7bc0fe77bf3e,Huggady Panda,LARGE,67.5,Out of stock,2024/01/06 07:53:31,13,7
f7c8ffc8-afd9-461a-a83b-7bc0fe77bf3e,Huggady Panda,MEDIUM,30.0,More on the way,2024/01/06 07:53:31,9,5
0c8d47f9-4cf8-498a-800e-8c69fe23fb83,Bashful Snow Tiger with Personalised Cream Jumper,MEDIUM,38.0,Returning to stock 3-4 weeks,2024/01/06 07:53:32,12,5
96f2cab5-5c0c-42ea-9470-9c2f732b9232,Bashful Snow Tiger with Personalised Navy Jumper,MEDIUM,38.0,Returning to stock 3-4 weeks,2024/01/06 07:53:34,12,5
4106ca99-a7c0-4aab-8b3b-09bcb7844c56,Bashful Snow Tiger with Personalised Red Jumper,MEDIUM,38.0,Returning to stock 3-4 weeks,2024/01/06 07:53:36,12,5
304f97fe-4730-4f1a-b7cc-bfe3d2db50f5,Kitten Caboodle Ginger,ONE SIZE,20.0,More on the way,2024/01/06 07:53:37,4,4
2cabf5ea-094c-4808-92fd-8bdfecb296db,Little Frog,ONE SIZE,22.0,More on the way,2024/01/06 07:53:39,7,4
2dca2f27-52c8-4c06-bbfe-8f7b9ddac6c0,Munro Scottie Dog,HUGE,75.0,Out of stock,2024/01/06 07:53:41,17,9
2dca2f27-52c8-4c06-bbfe-8f7b9ddac6c0,Munro Scottie Dog,MEDIUM,30.0,More on the way,2024/01/06 07:53:41,9,5
a5cb97c5-98ff-4ec1-9381-8e8dcce211a6,Pacey Pufferfish,ONE SIZE,33.0,Returning to stock 2-3 months,2024/01/06 07:53:43,6,9
158197fe-3b99-4894-917d-bca4b6a9dc58,Rock-a-Bye Bunny,ONE SIZE,30.0,More on the way,2024/01/06 07:53:44,7,4
b5f78b43-1afa-41a3-a5e1-e32f461e077c,Sleepee Panda,MEDIUM,25.0,Out of stock,2024/01/06 07:53:46,14,6
b5f78b43-1afa-41a3-a5e1-e32f461e077c,Sleepee Panda,SMALL,18.0,Out of stock,2024/01/06 07:53:46,9,4
845260c8-fcdf-46d7-a368-f37db91d6073,Tommy Turtle,ONE SIZE,27.5,More on the way,2024/01/06 07:53:47,12,6
d84d9c96-854a-4b4d-8add-1a12ec1d24c1,Tully Turtle,ONE SIZE,33.0,Returning to stock 3-4 weeks,2024/01/06 07:53:49,4,10
e68e1518-40b9-4d7f-b967-444c1b1f4c38,Willow Owl,ONE SIZE,23.5,More on the way,2024/01/06 07:53:51,8,4
1cfd00d6-6124-4366-a89c-395d1ba34b65,Bashful Fudge Bunny with Personalised Cream Jumper,MEDIUM,38.0,More on the way,2024/01/06 07:53:53,12,5
3ea542a8-6c33-4c31-ab2c-e46fa3ea8ca5,Bashful Fudge Bunny with Personalised Navy Jumper,MEDIUM,38.0,More on the way,2024/01/06 07:53:54,12,5
d8fdad86-3c61-4940-8288-a869b629100d,Bashful Fudge Bunny with Personalised Red Jumper,MEDIUM,38.0,More on the way,2024/01/06 07:53:56,12,5
d91c96fc-f9ac-4512-8572-74b2ef72c461,Personalised Bashful Fudge Bunny Medium,MEDIUM,34.0,More on the way,2024/01/06 07:53:58,12,5
4b40fbdd-38d1-48d9-ba95-dc79d1d6037a,Tumblie Duck,ONE SIZE,30.0,Returning to stock 3-4 weeks,2024/01/06 07:53:59,5,14
8b8290a4-3de2-496c-a5e0-172c831fff5b,Yummy Bunny Mint,ONE SIZE,20.0,More on the way,2024/01/06 07:54:01,5,4
5b0b1981-6a90-4c5e-8f81-463aab3713b8,Pet Tails Book,ONE SIZE,18.5,More on the way,2024/01/06 07:54:03,8,5
614fbbc2-70b1-4c68-8070-1dc6da6b1ec3,Bonbon Monkey,ONE SIZE,16.0,More on the way,2024/01/06 07:54:04,9,4
5f34f93d-b34a-42e4-a0ac-2f164936f611,Backpack Bunny,ONE SIZE,30.0,More on the way,2024/01/06 07:54:06,9,4
a994248e-3a27-4426-ae0b-e1e2f2d5647c,Backpack Dino,ONE SIZE,30.0,More on the way,2024/01/06 07:54:07,9,4
f0de037e-ca53-441e-8558-750e67b27379,Cosie Bunny,ONE SIZE,22.5,More on the way,2024/01/06 07:54:09,7,4
3efec385-174e-48b5-b86e-7556abcf2835,Kitten Caboodle Cream,ONE SIZE,20.0,More on the way,2024/01/06 07:54:11,4,4
924da0c4-97b6-4e87-8efb-eefc33f01e89,Little Panda,ONE SIZE,22.0,More on the way,2024/01/06 07:54:12,7,4
36ba6505-9f6d-45ca-9960-fca453a35553,Lottie Bunny Ballet,ONE SIZE,30.0,More on the way,2024/01/06 07:54:14,11,4
7a27148a-cc84-4ebb-bbfd-ee88aa43cd28,Personalised Sage Dragon Huge,HUGE,126.0,More on the way,2024/01/06 07:54:16,7,26
120300c4-dee9-448b-91e7-244cc24ef95a,Smudge Bear,MEDIUM,35.0,More on the way,2024/01/06 07:54:17,9,6
9f6b4583-539b-4bd8-ba00-ccbefaf333b2,Sensational Seafood Crab,ONE SIZE,12.5,More on the way,2024/01/06 07:54:19,4,4
f529b648-aa18-44cf-bd99-3de0f0cfa6ac,Sensational Seafood Lobster,ONE SIZE,12.5,More on the way,2024/01/06 07:54:20,6,4
3b487ae3-c5cf-41cb-8b1e-303f0043b429,Bashful Dusky Blue Bunny,MEDIUM,28.0,More on the way,2024/01/06 07:54:23,12,5
3b487ae3-c5cf-41cb-8b1e-303f0043b429,Bashful Dusky Blue Bunny,SMALL,18.0,Out of stock,2024/01/06 07:54:23,7,4
028b55ca-20ff-46e6-8eb6-fc341722b056,Bashful Lion,MEDIUM,28.0,Returning to stock 3-4 weeks,2024/01/06 07:54:25,12,5
028b55ca-20ff-46e6-8eb6-fc341722b056,Bashful Lion,SMALL,18.0,More on the way,2024/01/06 07:54:25,7,4
fa198e79-14ac-4859-a0d1-68aaa006b61c,Bashful Blush Bunny Bag Charm,ONE SIZE,19.0,More on the way,2024/01/06 07:54:27,7,1
3176537e-a2ea-487e-9621-2acbd4e5deaa,Birdling Blue Tit,ONE SIZE,17.0,More on the way,2024/01/06 07:54:28,4,3
f64a2251-911f-4051-ac8b-2e3503c1b201,Bashful Lion with Personalised Cream Jumper,MEDIUM,38.0,Returning to stock 3-4 weeks,2024/01/06 07:54:30,12,5
4b9fb993-a2cd-4e55-b074-7d99b10b9e26,Bashful Lion with Personalised Navy Jumper,MEDIUM,38.0,Returning to stock 3-4 weeks,2024/01/06 07:54:32,12,5
d60a19ea-53ce-48fa-9122-334ec7fc96f9,Bashful Lion with Personalised Red Jumper,MEDIUM,38.0,Returning to stock 3-4 weeks,2024/01/06 07:54:34,12,5
43e0bdcf-75cc-4eb2-b3cb-1cb600732614,Little Pup,ONE SIZE,22.0,More on the way,2024/01/06 07:54:36,7,4
3416893b-9ceb-4f9e-b5d8-c3acd28dcea3,Cordy Roy Lion Activity Toy,ONE SIZE,30.0,Out of stock,2024/01/06 07:54:37,11,4
58786526-ca68-416f-a3a9-8590becaf944,Sensational Seafood Sardine,ONE SIZE,12.0,More on the way,2024/01/06 07:54:39,1,6
46b228b0-b7b3-4387-9ec4-49a685005aab,Yummy Tulip Pink Bunny,ONE SIZE,20.0,More on the way,2024/01/06 07:54:40,5,4
60cd99cd-7221-435a-b254-45fd28648a5a,Bashful Fudge Puppy,MEDIUM,28.0,More on the way,2024/01/06 07:54:42,12,5
60cd99cd-7221-435a-b254-45fd28648a5a,Bashful Fudge Puppy,SMALL,16.5,Out of stock,2024/01/06 07:54:42,7,4
55567fb2-9c4c-4bdd-a5da-9ad68d2454d3,Callie Cow,SMALL,25.0,Returning to stock 2-3 months,2024/01/06 07:54:44,8,4
bf0c535f-ebe7-4da8-94ea-d347865118a9,Curvie Elephant,ONE SIZE,33.0,More on the way,2024/01/06 07:54:46,9,6
efc263e1-c98d-4852-a1fc-408e09d9db29,Curvie Pig,ONE SIZE,33.0,Returning to stock next week,2024/01/06 07:54:47,9,6
459bcb13-71a2-4a0b-a05b-0e1c8892320f,Fuddlewuddle Cat,MEDIUM,30.0,More on the way,2024/01/06 07:54:49,9,4
b83b3031-cdc3-4072-a48b-baaa9a2d51ca,Little Bear,ONE SIZE,22.0,More on the way,2024/01/06 07:54:51,7,4
da9e1843-4d3d-47e9-95dc-f160efd89cd7,Crumble Fox,ONE SIZE,25.0,Out of stock,2024/01/06 07:54:52,11,5
e2a039ee-77f4-4695-a758-bc848d555af5,Fuddlewuddle Dragon,HUGE,69.0,Out of stock,2024/01/06 07:54:54,17,9
e2a039ee-77f4-4695-a758-bc848d555af5,Fuddlewuddle Dragon,MEDIUM,30.0,More on the way,2024/01/06 07:54:54,9,4
7b0cb1af-2fe4-4973-bf00-e60a1e3166f0,Little Bunny,ONE SIZE,22.0,More on the way,2024/01/06 07:54:56,7,4
f09932b2-afaa-4539-8c2d-b357d6c3add6,Little Lamb,ONE SIZE,22.0,More on the way,2024/01/06 07:54:57,7,4
e651711d-d3fd-466c-a91a-d49ab02082aa,Little Pig,ONE SIZE,22.0,More on the way,2024/01/06 07:54:59,7,4
7605e6b8-b930-4c25-a026-d9f0805d2d7d,Louie Lion,HUGE,120.0,Out of stock,2024/01/06 07:55:02,9,22
7605e6b8-b930-4c25-a026-d9f0805d2d7d,Louie Lion,LARGE,70.0,More on the way,2024/01/06 07:55:02,6,18
7605e6b8-b930-4c25-a026-d9f0805d2d7d,Louie Lion,LITTLE,32.5,More on the way,2024/01/06 07:55:02,3,11
a2aa6514-9b00-491f-94ed-063a712ec718,Bashful Stardust Bunny,MEDIUM,28.0,Returning to stock 2-3 months,2024/01/06 07:55:03,12,5
a2aa6514-9b00-491f-94ed-063a712ec718,Bashful Stardust Bunny,SMALL,18.0,Returning to stock 2-3 months,2024/01/06 07:55:03,7,4
195ae1f5-b385-4568-af6d-22287111be0d,Bashful Bunny Tulip Bag Charm,ONE SIZE,19.0,More on the way,2024/01/06 07:55:05,7,1
790d38b1-bf7a-4985-97f5-c1fab05b3325,Dexter Dragon,MEDIUM,65.0,Returning to stock 2-3 months,2024/01/06 07:55:07,5,20
790d38b1-bf7a-4985-97f5-c1fab05b3325,Dexter Dragon,LITTLE,32.5,Returning to stock 3-4 weeks,2024/01/06 07:55:07,3,12
4634d1b4-6995-4464-b24a-9cb000a2b946,Fluffy Crab,ONE SIZE,15.0,More on the way,2024/01/06 07:55:09,2,4
2f53dc4c-3c0a-45ee-a6b5-ac336391ad89,Fluffy Octopus,ONE SIZE,15.0,More on the way,2024/01/06 07:55:10,3,3
afdbd680-320b-46b4-a326-b4722145337f,Fluffy Starfish,ONE SIZE,15.0,More on the way,2024/01/06 07:55:12,4,4
5834b083-597f-489f-809f-91548d273b4f,Fluffy Whale,ONE SIZE,15.0,Returning to stock 2-3 months,2024/01/06 07:55:14,4,2
78397691-44c7-43a1-9fd6-4941bfd095b4,Sheldon Shrimp,ONE SIZE,24.0,More on the way,2024/01/06 07:55:15,9,3
51b8f727-62c5-4f64-9984-9737e954f602,Wally Whale,MEDIUM,32.5,More on the way,2024/01/06 07:55:18,6,14
51b8f727-62c5-4f64-9984-9737e954f602,Wally Whale,SMALL,23.5,Out of stock,2024/01/06 07:55:18,6,8
51b8f727-62c5-4f64-9984-9737e954f602,Wally Whale,TINY,13.5,Out of stock,2024/01/06 07:55:18,4,6
e40bb563-1adf-44dc-b1b5-f3fec4b9dad4,Herman Hermit,ONE SIZE,33.0,Returning to stock 3-4 weeks,2024/01/06 07:55:19,11,7
6967053e-e844-4595-9e30-9d94568ebe02,Perry Polar Bear,MEDIUM,27.5,Returning to stock 2-3 months,2024/01/06 07:55:21,10,6
6967053e-e844-4595-9e30-9d94568ebe02,Perry Polar Bear,SMALL,23.5,More on the way,2024/01/06 07:55:21,7,4
6967053e-e844-4595-9e30-9d94568ebe02,Perry Polar Bear,TINY,13.0,Out of stock,2024/01/06 07:55:21,5,2
7836478f-3f6c-418b-a2d1-d733e2a4b0a3,Smudge Rabbit,MEDIUM,35.0,More on the way,2024/01/06 07:55:23,5,9
f64b6c3e-9c45-4803-83e2-d9c21ff12e69,Smudge Elephant 1,LARGE,75.0,More on the way,2024/01/06 07:55:25,22,9
1f4f6319-e21f-4581-a654-11d7664bf899,Bashful Blush Bunny,HUGE,80.0,Out of stock,2024/01/06 07:55:27,20,8
1f4f6319-e21f-4581-a654-11d7664bf899,Bashful Blush Bunny,MEDIUM,28.0,More on the way,2024/01/06 07:55:27,12,5
1f4f6319-e21f-4581-a654-11d7664bf899,Bashful Blush Bunny,SMALL,18.0,More on the way,2024/01/06 07:55:27,7,4
e54d77b0-c0da-43b1-8e76-daa224e0844d,Elephants Can't Fly Book,ONE SIZE,15.0,Returning to stock 3-4 weeks,2024/01/06 07:55:29,9,
4c478908-de5b-4a94-9f91-5a9ff2b652dd,Smudge Elephant 2,MEDIUM,35.0,More on the way,2024/01/06 07:55:30,9,5
7b12af61-df39-42c8-a1a1-d0c88c1e8cee,Bashful Bat,SMALL,18.0,More on the way,2024/01/06 07:55:32,7,4
1b030187-a9b4-4e44-bfe1-2d24538d8d70,Fuddlewuddle Dino,MEDIUM,30.0,More on the way,2024/01/06 07:55:34,9,5
aa9f4ca5-d2da-4e9b-8c25-113985ea92aa,Cordy Roy Baby Elephant Soother,ONE SIZE,23.0,Returning to stock next week,2024/01/06 07:55:35,9,7
6749eae8-62ce-43d9-8bac-f86e0b9e97fe,Cordy Roy Baby Hare Soother,ONE SIZE,23.0,Returning to stock next week,2024/01/06 07:55:37,9,7
b7ce0d78-e359-4f73-8f62-404cb6a36b4d,My Mum and Me Book and Bashful Lamb,MEDIUM,43.0,Out of stock,2024/01/06 07:55:39,,
3f2cfe11-8a51-4d56-ae71-c7c56db41a6a,When I am Big Book and Bashful Cream Bunny,MEDIUM,43.0,Out of stock,2024/01/06 07:55:40,,
3f5ec052-56b3-4e65-8b79-4f828b0b4949,Bashful Silver Bunny Soother,ONE SIZE,25.0,More on the way,2024/01/06 07:55:42,13,13
4fdaad64-aef8-4aa6-a9a4-e805e8bda35f,Cordy Roy Fox Baby,ONE SIZE,25.0,Returning to stock next week,2024/01/06 07:55:43,13,4
73e26819-7917-422b-91c7-bab803b24851,Bashful Kitty,MEDIUM,28.0,Returning to stock next week,2024/01/06 07:55:45,12,
73e26819-7917-422b-91c7-bab803b24851,Bashful Kitty,SMALL,16.5,Out of stock,2024/01/06 07:55:45,7,
1f32acba-bccf-4482-9af7-7a5cafa4b472,Odette Ostrich,LARGE,40.0,More on the way,2024/01/06 07:55:47,19,8
42e677f5-4df3-4729-9010-f8b5e1a4a6c6,Bashful Blue Bunny Grabber,ONE SIZE,15.0,Returning to stock 3-4 weeks,2024/01/06 07:55:49,7,3
