,jellycat_id,size,price,stock
1,818a3e7b-f104-42c0-bfd7-5605fe22a8c0,"SMALL - H10"" X W4""",$17.00 USD,Out of stock
0,68e9ce67-986b-4f73-9e8c-018925e8a05f,"MEDIUM - H5"" X W14""",$30.00 USD,Returning to stock 2-3 months
0,1a23b729-2ea3-4758-9b35-dbd184664312,"MEDIUM - H12"" X W5""",$38.00 USD,Returning to stock 3-4 weeks
0,6387ce0a-d8ab-4110-8844-a1f7459dee56,"HUGE - H20"" X W8""",$67.50 USD,Out of stock
1,6387ce0a-d8ab-4110-8844-a1f7459dee56,"LARGE - H14"" X W6""",$43.00 USD,Out of stock
2,6387ce0a-d8ab-4110-8844-a1f7459dee56,"MEDIUM - H12"" X W5""",$28.00 USD,More on the way
3,6387ce0a-d8ab-4110-8844-a1f7459dee56,"TINY - H5"" X W2""",$10.00 USD,Out of stock
0,6376e610-c643-46f6-a4a7-86e42f9f3d12,"SMALL - H7"" X W4""",$15.00 USD,Returning to stock 3-4 weeks
0,6f5c2b3b-c63c-453a-8437-fd9a43c921d3,"MEDIUM - H9"" X W14""",$33.00 USD,Returning to stock 2-3 months
0,98024453-99df-41ed-b5a9-fb0d60387daa,"ONE SIZE - H6""",$3.00 USD,Out of stock
0,5cc84a78-e091-4f0e-b612-cc82f24b5d57,LARGE,$45.00 USD,Out of stock
