jellycatid,size,price,stock,datecreated
baf2ce21-0297-416f-a7ad-0771860c64ba,"HUGE - H17"" X W7""",55.0,Out of stock,2024/01/05 19:58:39
baf2ce21-0297-416f-a7ad-0771860c64ba,"MEDIUM - H10"" X W5""",28.0,Returning to stock 2-3 months,2024/01/05 19:58:39
cf38be36-10bd-4fed-8f86-81c87b4cb3c6,"MEDIUM - H11"" X W5""",28.0,More on the way,2024/01/05 19:58:41
f0207d79-2082-414d-8f35-dd703d2d67d4,"ONE SIZE - H9"" X W4""",30.0,More on the way,2024/01/05 19:58:42
28151282-affd-4561-b942-edc42d73659b,"ONE SIZE - H10"" X W16""",80.0,More on the way,2024/01/05 19:58:44
41d1a855-f583-4ebd-8902-0203dc225418,"ONE SIZE - H6"" X W14""",50.0,More on the way,2024/01/05 19:58:46
0670b5e0-5ae9-42d0-a1a7-002e2b09bf43,"ONE SIZE - H4"" X W6""",25.0,More on the way,2024/01/05 19:58:48
7ef8520a-09b2-415e-93fd-d546a9ca6d10,"HUGE - H11"" X W13""",75.0,Out of stock,2024/01/05 19:58:50
7ef8520a-09b2-415e-93fd-d546a9ca6d10,"LARGE - H7"" X W7""",30.0,More on the way,2024/01/05 19:58:50
7ef8520a-09b2-415e-93fd-d546a9ca6d10,"SMALL - H5"" X W7""",22.0,More on the way,2024/01/05 19:58:50
72e6e2c7-dd0c-4ffe-bc6c-2c361108b02d,"ONE SIZE - H5"" X W5""",22.0,More on the way,2024/01/05 19:58:51
0e71ac7d-cc1c-4478-9edd-30648090ad82,"ONE SIZE - H7"" X W3""",22.0,More on the way,2024/01/05 19:58:53
7059b2d7-6a28-41ec-85cd-7b16f4bef0a5,"ONE SIZE - H7"" X W4""",27.5,More on the way,2024/01/05 19:58:55
d4c05124-a895-4fd4-9d5f-a060f975a7b4,"LARGE - H14"" X W4""",50.0,More on the way,2024/01/05 19:58:57
d4c05124-a895-4fd4-9d5f-a060f975a7b4,"MEDIUM - H10"" X W3""",32.5,More on the way,2024/01/05 19:58:57
7942328e-2391-4d3a-a1b1-51caf64fe35c,"MEDIUM - H12"" X W5""",28.0,More on the way,2024/01/05 19:58:58
6a822dac-778c-4e6d-bb57-9d071339bc5c,"REALLY BIG - H26"" X W12""",125.0,Out of stock,2024/01/05 19:59:00
6a822dac-778c-4e6d-bb57-9d071339bc5c,"HUGE - H20"" X W8""",80.0,Out of stock,2024/01/05 19:59:00
6a822dac-778c-4e6d-bb57-9d071339bc5c,"MEDIUM - H12"" X W5""",28.0,Returning to stock 3-4 weeks,2024/01/05 19:59:00
aaa1f36b-13d4-435b-acfc-e8dbcec43acb,"ONE SIZE - H4"" X W3""",17.0,More on the way,2024/01/05 19:59:02
87559bbe-b604-4d6b-9aec-721068100c7e,"ONE SIZE - H4"" X W3""",17.0,More on the way,2024/01/05 19:59:03
d47dee22-ebdc-43a8-8d66-c44461bfdc06,"ONE SIZE - H4"" X W3""",17.0,More on the way,2024/01/05 19:59:05
5edeebb7-3ceb-419f-9345-ec5a4ff0debb,"ONE SIZE - H8"" X W8""",15.0,Returning to stock 3-4 weeks,2024/01/05 19:59:07
4228f19c-4a6f-4a8c-9490-d259f4b59915,"ONE SIZE - H9"" X W4""",30.0,More on the way,2024/01/05 19:59:08
bc54dcd7-0fbc-4604-9699-61fe3e9e22c7,"ONE SIZE - H7"" X W5""",27.5,More on the way,2024/01/05 19:59:10
d4ae5fac-7df9-436b-9303-8b9be38d5802,"ONE SIZE - H9"" X W6""",33.0,More on the way,2024/01/05 19:59:11
42e83599-5517-4fae-89d8-a0ab28ec39c9,"ONE SIZE - H7"" X W5""",28.0,More on the way,2024/01/05 19:59:13
433d9050-cb08-4fb6-900e-582fc56b62da,"LARGE - H13"" X W7""",67.5,Out of stock,2024/01/05 19:59:15
433d9050-cb08-4fb6-900e-582fc56b62da,"MEDIUM - H9"" X W5""",30.0,More on the way,2024/01/05 19:59:15
7bfb986b-2d7b-4b99-8826-710b9d9816bf,"MEDIUM - H12"" X W5""",38.0,Returning to stock 3-4 weeks,2024/01/05 19:59:17
5e9ab197-766a-4ca2-b00b-fce75c660aca,"MEDIUM - H12"" X W5""",38.0,Returning to stock 3-4 weeks,2024/01/05 19:59:19
497c2613-4606-4176-9072-7b5484befb96,"SMALL - H8"" X W4""",25.0,Returning to stock 2-3 months,2024/01/05 19:59:20
637e22ae-081d-4bf5-b2c5-0d1dcb0f450a,"MEDIUM - H12"" X W5""",38.0,Returning to stock 3-4 weeks,2024/01/05 19:59:22
3e15f154-fc01-4586-bb81-ac9b13227008,"ONE SIZE - H4"" X W4""",20.0,More on the way,2024/01/05 19:59:24
a322675d-2bd9-443e-a972-b9c9c73381bd,"ONE SIZE - H7"" X W4""",22.0,More on the way,2024/01/05 19:59:26
2bd8d40e-7afd-427b-a044-8f15b4bf7969,"HUGE - H17"" X W9""",75.0,Out of stock,2024/01/05 19:59:27
2bd8d40e-7afd-427b-a044-8f15b4bf7969,"MEDIUM - H9"" X W5""",30.0,More on the way,2024/01/05 19:59:27
0dea72cd-056a-438c-a8de-316fc11158e5,"ONE SIZE - H6"" X W9""",33.0,Returning to stock 2-3 months,2024/01/05 19:59:29
b33117ef-7a8b-490c-b6c2-682dbf111e83,"ONE SIZE - H7"" X W4""",30.0,More on the way,2024/01/05 19:59:31
0ffde899-93a5-4c98-be20-60fb1b58f2d7,"MEDIUM - H14"" X W6""",25.0,Out of stock,2024/01/05 19:59:33
0ffde899-93a5-4c98-be20-60fb1b58f2d7,"SMALL - H9"" X W4""",18.0,Out of stock,2024/01/05 19:59:33
f11a0d3a-dd73-4668-be31-60875f963c75,"ONE SIZE - H12"" X W6""",27.5,More on the way,2024/01/05 19:59:34
d1cf91fd-d5fb-41f3-90d3-611f35f54b59,"ONE SIZE - H4"" X W10""",33.0,Returning to stock 3-4 weeks,2024/01/05 19:59:36
abb514b3-21cc-4aa6-870c-c30481c08897,"ONE SIZE - H8"" X W4""",23.5,More on the way,2024/01/05 19:59:37
b1381e9b-a6d4-4fd9-9811-0b7028290fd7,"MEDIUM - H12"" X W5""",38.0,More on the way,2024/01/05 19:59:39
fa445b69-c455-4555-b2d1-582d4d9d771f,"MEDIUM - H12"" X W5""",38.0,More on the way,2024/01/05 19:59:41
04860f1e-42a1-4aad-b030-6dfc915f5b80,"MEDIUM - H12"" X W5""",38.0,More on the way,2024/01/05 19:59:43
4b259e59-ff89-47ab-b0a4-1d0f04e26db5,"MEDIUM - H12"" X W5""",34.0,More on the way,2024/01/05 19:59:44
0c676238-2768-4aa6-8189-aa816327473e,"ONE SIZE - H5"" X W14""",30.0,Returning to stock 3-4 weeks,2024/01/05 19:59:46
6b438947-5ca9-4370-aa5e-d9fdaa90760a,"ONE SIZE - H5"" X W4""",20.0,More on the way,2024/01/05 19:59:47
f6a559e0-7e15-472b-803f-730fb399e6ea,"ONE SIZE - H8"" X W5""",18.5,More on the way,2024/01/05 19:59:49
3d2379d7-6c8b-49ab-81c0-f68c38050ca9,"ONE SIZE - H9"" X W4""",16.0,More on the way,2024/01/05 19:59:51
dad5d8ea-7ee3-4e18-8a0a-03bf2a14e120,"ONE SIZE - H9"" X W4""",30.0,More on the way,2024/01/05 19:59:52
b41fe862-a04d-406e-8ba2-630ec4d097e7,"ONE SIZE - H9"" X W4""",30.0,More on the way,2024/01/05 19:59:54
2b3f3eba-1d96-4ac1-81e1-a55ee5890129,"ONE SIZE - H7"" X W4""",22.5,More on the way,2024/01/05 19:59:56
ef83daf5-faf1-4e09-bee7-f8afe8e672bd,"ONE SIZE - H4"" X W4""",20.0,More on the way,2024/01/05 19:59:57
ad742208-8313-4a28-b654-8238dfe64d93,"ONE SIZE - H7"" X W4""",22.0,More on the way,2024/01/05 19:59:59
3ec7d8eb-e27c-41e7-8021-2559f2915029,"ONE SIZE - H11"" X W4""",30.0,More on the way,2024/01/05 20:00:01
362c9481-c507-414d-8a23-5659c2a81284,"HUGE - H7"" X W26""",126.0,More on the way,2024/01/05 20:00:03
b1c52649-02dd-4604-83a7-2448d1978248,"MEDIUM - H9"" X W6""",35.0,More on the way,2024/01/05 20:00:04
997a260b-fc5d-46ce-aaf8-751beec092aa,"ONE SIZE - H4"" X W4""",12.5,More on the way,2024/01/05 20:00:06
76be3f56-8365-4ad1-a48b-e0966742599d,"ONE SIZE - H6"" X W4""",12.5,More on the way,2024/01/05 20:00:08
ad53113d-80ca-46d5-a500-3100f4314ee9,"MEDIUM - H12"" X W5""",28.0,More on the way,2024/01/05 20:00:10
ad53113d-80ca-46d5-a500-3100f4314ee9,"SMALL - H7"" X W4""",18.0,Out of stock,2024/01/05 20:00:10
0ed87742-2958-405e-9cdb-a5e958063667,"MEDIUM - H12"" X W5""",28.0,Returning to stock 3-4 weeks,2024/01/05 20:00:12
0ed87742-2958-405e-9cdb-a5e958063667,"SMALL - H7"" X W4""",18.0,More on the way,2024/01/05 20:00:12
3d13740a-50a9-4a94-b1ac-8f0b65e1b7e7,"ONE SIZE - H7"" X W1""",19.0,More on the way,2024/01/05 20:00:14
6ca738f1-c77c-4269-a090-342fd8f17336,"ONE SIZE - H4"" X W3""",17.0,More on the way,2024/01/05 20:00:15
2f5f6fd9-28df-4e6b-b8c9-131679f26394,"MEDIUM - H12"" X W5""",38.0,Returning to stock 3-4 weeks,2024/01/05 20:00:17
f6bb06b4-da42-4011-a5c0-8ad8bb48c6a4,"MEDIUM - H12"" X W5""",38.0,Returning to stock 3-4 weeks,2024/01/05 20:00:19
39456ccc-e54a-4d25-9ca9-15e0e8a2c062,"MEDIUM - H12"" X W5""",38.0,Returning to stock 3-4 weeks,2024/01/05 20:00:21
4ed4a198-34e6-45d5-975f-d5058903740e,"ONE SIZE - H7"" X W4""",22.0,More on the way,2024/01/05 20:00:23
5a9f733e-55b1-4895-987f-2fd4ac649e86,"ONE SIZE - H11"" X W4""",30.0,Out of stock,2024/01/05 20:00:24
3b77e65c-74ef-41d6-a21a-201f14b79ac4,"ONE SIZE - H1"" X W6""",12.0,More on the way,2024/01/05 20:00:26
94447d3b-29b4-4d6a-a726-a85dd38fed27,"ONE SIZE - H5"" X W4""",20.0,More on the way,2024/01/05 20:00:28
9e7306b6-e673-4ff8-a08e-28793ab77561,"MEDIUM - H12"" X W5""",28.0,More on the way,2024/01/05 20:00:29
9e7306b6-e673-4ff8-a08e-28793ab77561,"SMALL - H7"" X W4""",16.5,Out of stock,2024/01/05 20:00:29
a97dd936-79d9-4699-a0e8-6323240680a0,"ONE SIZE - H9"" X W6""",33.0,More on the way,2024/01/05 20:00:31
162a33be-5723-40bb-8c66-c09572ddadb0,"ONE SIZE - H9"" X W6""",33.0,Returning to stock next week,2024/01/05 20:00:33
ee28ced7-74b6-4a2a-b1f9-1d9bda9a23b8,"MEDIUM - H9"" X W4""",30.0,More on the way,2024/01/05 20:00:34
dad6db4e-d21d-4a46-b72e-345861b2c89d,"ONE SIZE - H7"" X W4""",22.0,More on the way,2024/01/05 20:00:36
f76b2746-c703-4ba3-ada0-491b7ab70d4c,"ONE SIZE - H11"" X W5""",25.0,Out of stock,2024/01/05 20:00:37
d1446a40-1b60-437f-963f-6157afb01f81,"HUGE - H17"" X W9""",69.0,Out of stock,2024/01/05 20:00:39
d1446a40-1b60-437f-963f-6157afb01f81,"MEDIUM - H9"" X W4""",30.0,More on the way,2024/01/05 20:00:39
46f2a65a-b996-46f9-9d22-0d3a1e61accf,"ONE SIZE - H7"" X W4""",22.0,More on the way,2024/01/05 20:00:41
9ccc7ef5-4aaf-443c-bf0f-44fc6c60fc38,"ONE SIZE - H7"" X W4""",22.0,More on the way,2024/01/05 20:00:43
2c28c13a-6632-4d69-9f15-c558f5163466,"ONE SIZE - H7"" X W4""",22.0,More on the way,2024/01/05 20:00:45
bc0fa72b-2ca2-4a78-9e22-a898cbbb1e85,"HUGE - H9"" X W22""",120.0,Out of stock,2024/01/05 20:00:47
bc0fa72b-2ca2-4a78-9e22-a898cbbb1e85,"LARGE - H6"" X W18""",70.0,More on the way,2024/01/05 20:00:47
bc0fa72b-2ca2-4a78-9e22-a898cbbb1e85,"LITTLE - H3"" X W11""",32.5,More on the way,2024/01/05 20:00:47
c286660f-8565-46c3-81d2-517991e5b3e1,"MEDIUM - H12"" X W5""",28.0,Returning to stock 2-3 months,2024/01/05 20:00:49
c286660f-8565-46c3-81d2-517991e5b3e1,"SMALL - H7"" X W4""",18.0,Returning to stock 2-3 months,2024/01/05 20:00:49
20f4e9d1-8e04-4375-99f8-0773289c50ab,"ONE SIZE - H7"" X W1""",19.0,More on the way,2024/01/05 20:00:50
75a6a57e-d782-4643-a634-4c09328bceec,"MEDIUM - H5"" X W20""",65.0,Returning to stock 2-3 months,2024/01/05 20:00:52
75a6a57e-d782-4643-a634-4c09328bceec,"LITTLE - H3"" X W12""",32.5,Returning to stock 3-4 weeks,2024/01/05 20:00:52
a66447cd-a3d1-4d05-a387-d141c0618748,"ONE SIZE - H2"" X W4""",15.0,More on the way,2024/01/05 20:00:54
20dc4a98-968d-47d9-b790-125073eaeb2d,"ONE SIZE - H3"" X W3""",15.0,More on the way,2024/01/05 20:00:56
4c120a67-2d7f-45e3-bdcd-d0850c0b19c0,"ONE SIZE - H4"" X W4""",15.0,More on the way,2024/01/05 20:00:57
b423262f-0fb8-4db1-bbd4-6969a86c2543,"ONE SIZE - H4"" X W2""",15.0,Returning to stock 2-3 months,2024/01/05 20:00:59
fd4db4db-0f55-45ff-a4db-5de3ae1fcd37,"ONE SIZE - H9"" X W3""",24.0,More on the way,2024/01/05 20:01:01
fd7e8440-d6c0-418c-9d77-2ef159b61616,"MEDIUM - H6"" X W14""",32.5,More on the way,2024/01/05 20:01:03
fd7e8440-d6c0-418c-9d77-2ef159b61616,"SMALL - H6"" X W8""",23.5,Out of stock,2024/01/05 20:01:03
fd7e8440-d6c0-418c-9d77-2ef159b61616,"TINY - H4"" X W6""",13.5,Out of stock,2024/01/05 20:01:03
9b9bfc28-e68a-4b56-9156-72ee1d40342c,"ONE SIZE - H11"" X W7""",33.0,Returning to stock 3-4 weeks,2024/01/05 20:01:04
73903c76-f9f7-4da0-ab6e-e48b613b2ba9,"MEDIUM - H10"" X W6""",27.5,Returning to stock 2-3 months,2024/01/05 20:01:07
73903c76-f9f7-4da0-ab6e-e48b613b2ba9,"SMALL - H7"" X W4""",23.5,More on the way,2024/01/05 20:01:07
73903c76-f9f7-4da0-ab6e-e48b613b2ba9,"TINY - H5"" X W2""",13.0,Out of stock,2024/01/05 20:01:07
616cac91-8fe4-4c3f-ba12-5b71b566ef61,"MEDIUM - H5"" X W9""",35.0,More on the way,2024/01/05 20:01:08
28a6b388-dee8-4196-8317-5d689a7ee8d0,"LARGE - H22"" X W9""",75.0,More on the way,2024/01/05 20:01:10
0ddc6fcb-b81b-4a4f-b732-0a19a5dfbcd7,"ONE SIZE - H9""",15.0,Returning to stock 3-4 weeks,2024/01/05 20:01:11
4c9ee7d6-e674-4819-8eef-8ffa1dbb23f0,"MEDIUM - H9"" X W5""",35.0,More on the way,2024/01/05 20:01:13
d83b53cb-5914-4f36-a527-fcf7455704b9,"SMALL - H7"" X W4""",18.0,More on the way,2024/01/05 20:01:15
ddbadbcf-aed1-4671-8a84-7b4e1b6f58ab,"MEDIUM - H9"" X W5""",30.0,More on the way,2024/01/05 20:01:16
16cd04d5-ac4b-446a-b761-fdd540ff0325,"ONE SIZE - H9"" X W7""",23.0,Returning to stock next week,2024/01/05 20:01:18
10d1a148-8954-4cf6-8bc9-055827334ffa,"ONE SIZE - H9"" X W7""",23.0,Returning to stock next week,2024/01/05 20:01:20
cd44e985-bef5-4576-96d8-15c4cf225b46,MEDIUM,43.0,Out of stock,2024/01/05 20:01:21
806f56fc-2bf0-44df-ae7b-3edaaf60ad0b,MEDIUM,43.0,Out of stock,2024/01/05 20:01:23
10ad341e-25c7-49f6-a9ca-9f7fc623a927,"ONE SIZE - H13"" X W13""",25.0,More on the way,2024/01/05 20:01:24
10e3d8c0-a55f-4732-92fe-9eab8bc7d680,"ONE SIZE - H13"" X W4""",25.0,Returning to stock next week,2024/01/05 20:01:26
1849aacb-c1d9-4008-9d4a-b0b6804c7661,"MEDIUM - H12""",28.0,Returning to stock next week,2024/01/05 20:01:28
1849aacb-c1d9-4008-9d4a-b0b6804c7661,"SMALL - H7""",16.5,Out of stock,2024/01/05 20:01:28
11d6f76e-d409-417f-819d-e009f2ff25d1,"LARGE - H19"" X W8""",40.0,More on the way,2024/01/05 20:01:30
ae12010f-9104-4094-8f4b-0a0e56727680,"ONE SIZE - H7"" X W3""",15.0,Returning to stock 3-4 weeks,2024/01/05 20:01:32
eacf7704-9287-4805-b406-8a552c1a331d,"MEDIUM - H9"" X W5""",30.0,More on the way,2024/01/05 20:01:33
bdd58ef7-2059-4fd1-b482-5edec3802a3d,"MEDIUM - H16"" X W4""",30.0,More on the way,2024/01/05 20:01:35
36c7c6f3-563b-43b6-b4fd-7104627bf006,"LARGE - H13"" X W8""",40.0,More on the way,2024/01/05 20:01:37
36c7c6f3-563b-43b6-b4fd-7104627bf006,"MEDIUM - H9"" X W4""",28.0,More on the way,2024/01/05 20:01:37
36c7c6f3-563b-43b6-b4fd-7104627bf006,"SMALL - H4"" X W2""",15.0,More on the way,2024/01/05 20:01:37
33bfa720-734c-41eb-8b94-5f69af292fae,"HUGE - H17"" X W9""",69.0,Out of stock,2024/01/05 20:01:42
33bfa720-734c-41eb-8b94-5f69af292fae,"LARGE - H12"" X W6""",40.0,Out of stock,2024/01/05 20:01:42
33bfa720-734c-41eb-8b94-5f69af292fae,"MEDIUM - H9"" X W5""",30.0,More on the way,2024/01/05 20:01:42
33bfa720-734c-41eb-8b94-5f69af292fae,"TINY - H5"" X W3""",15.0,Out of stock,2024/01/05 20:01:42
309e88b2-2905-4c04-a783-036f3a1640bd,"MEDIUM - H15"" X W6""",27.5,More on the way,2024/01/05 20:01:44
309e88b2-2905-4c04-a783-036f3a1640bd,"SMALL - H10"" X W4""",17.0,Out of stock,2024/01/05 20:01:44
8bc328be-5af8-4e47-91f5-e41c6f6e00ea,"MEDIUM - H5"" X W14""",30.0,Returning to stock 3-4 weeks,2024/01/05 20:01:45
2de6b34b-dc87-47bd-957a-f89f84df63c6,"MEDIUM - H12"" X W5""",38.0,Returning to stock 3-4 weeks,2024/01/05 20:01:47
55f682fb-9dca-4fdf-81c6-dbed95befff5,"ONE SIZE - H13"" X W13""",25.0,More on the way,2024/01/05 20:01:49
c3615d42-9fd2-45b6-b796-321dcfd727d7,"SMALL - H7"" X W4""",15.0,Returning to stock 3-4 weeks,2024/01/05 20:01:51
cd025263-af6b-4971-bf44-57e6e58f9b58,"MEDIUM - H9"" X W14""",33.0,Returning to stock 2-3 months,2024/01/05 20:01:52
99f24a50-874e-4bda-acfe-0d29e5511164,"ONE SIZE - H6""",3.0,Out of stock,2024/01/05 20:01:54
e5bfbe82-79d1-48a1-925c-94c0e8750090,LARGE,45.0,Out of stock,2024/01/05 20:01:55
